Mouse: H2030IC10dn573 , Patch: 50 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1298 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 4 , Label: false positive
Mouse: IC6dn1 , Patch: 1305 , Met: 5 , Label: false positive
Mouse: IC6dn1 , Patch: 1305 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 8 , Label: false positive
Mouse: IC6dn1 , Patch: 1305 , Met: 9 , Label: true positive
Mouse: IC6dn1 , Patch: 1305 , Met: 14 , Label: true positive
Mouse: IC6dn1 , Patch: 1306 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1306 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1362 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1362 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1369 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1370 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1370 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 6 , Label: false positive
Mouse: IC6dn1 , Patch: 1384 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 8 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 9 , Label: true positive
Mouse: IC6dn1 , Patch: 1384 , Met: 10 , Label: true positive
Mouse: IC6dn1 , Patch: 1385 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1385 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1385 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1385 , Met: 3 , Label: false positive
Mouse: IC6dn1 , Patch: 1385 , Met: 4 , Label: false positive
Mouse: IC6dn1 , Patch: 1385 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1387 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1387 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1387 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 4 , Label: false positive
Mouse: IC6dn1 , Patch: 1392 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 9 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 12 , Label: true positive
Mouse: IC6dn1 , Patch: 1392 , Met: 13 , Label: false positive
Mouse: IC6dn1 , Patch: 1392 , Met: 14 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1393 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1393 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1394 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1394 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1394 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 1395 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1395 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 5 , Label: false positive
Mouse: IC6dn1 , Patch: 1401 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 8 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 9 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 10 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 12 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 14 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 15 , Label: true positive
Mouse: IC6dn1 , Patch: 1401 , Met: 17 , Label: true positive
Mouse: IC6dn1 , Patch: 1402 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1402 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1402 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1402 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1458 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1467 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1475 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1475 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1476 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1480 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1480 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1481 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1484 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1484 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1484 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1488 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1488 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1488 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1488 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1488 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1489 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1490 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1490 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1491 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1491 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1491 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1491 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1497 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1497 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1497 , Met: 3 , Label: false positive
Mouse: IC6dn1 , Patch: 1498 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1498 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1498 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 1498 , Met: 3 , Label: false positive
Mouse: IC6dn1 , Patch: 1499 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1564 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1572 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1578 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1581 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1581 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1581 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 1586 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1586 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1587 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1587 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1593 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1594 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1594 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1594 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1595 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1595 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1668 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1673 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1673 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 1675 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1683 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1683 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1683 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1683 , Met: 3 , Label: false positive
Mouse: IC6dn1 , Patch: 1684 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1684 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1684 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1691 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1691 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1748 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1761 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1769 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1769 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1770 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1770 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1771 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1777 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1778 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1778 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1779 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1779 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1779 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1785 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1785 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1785 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1786 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1786 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1786 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1786 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1787 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1787 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1841 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1841 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1842 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 1849 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 6 , Label: true positive
Mouse: IC6dn1 , Patch: 1849 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1850 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1851 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1853 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 7 , Label: true positive
Mouse: IC6dn1 , Patch: 1865 , Met: 8 , Label: false positive
Mouse: IC6dn1 , Patch: 1866 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1867 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1873 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1873 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1873 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1874 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1874 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1874 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1875 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1876 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1876 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1881 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1881 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1882 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1882 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1882 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1882 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1883 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1890 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1890 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1938 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1938 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1938 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1938 , Met: 4 , Label: true positive
Mouse: IC6dn1 , Patch: 1938 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1939 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1939 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1945 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1946 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1946 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1946 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1946 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1955 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 1961 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1969 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1969 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1969 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1969 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1970 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1974 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1977 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1977 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 1977 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1977 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 1977 , Met: 5 , Label: true positive
Mouse: IC6dn1 , Patch: 1978 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1978 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 1985 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1985 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1986 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 1986 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 1995 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2027 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2034 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2034 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 2041 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2041 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2041 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 2042 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 2042 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 2049 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2054 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2058 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2062 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2066 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2073 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2074 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2074 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 2081 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 2090 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2123 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2137 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2137 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2141 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2153 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2157 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2158 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2161 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2169 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2169 , Met: 2 , Label: false positive
Mouse: IC6dn1 , Patch: 2169 , Met: 3 , Label: true positive
Mouse: IC6dn1 , Patch: 2170 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2219 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 2265 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2265 , Met: 1 , Label: true positive
Mouse: IC6dn1 , Patch: 2265 , Met: 2 , Label: true positive
Mouse: IC6dn1 , Patch: 2266 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2325 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2361 , Met: 1 , Label: false positive
Mouse: IC6dn1 , Patch: 2420 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2516 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2523 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2529 , Met: 0 , Label: true positive
Mouse: IC6dn1 , Patch: 2757 , Met: 0 , Label: false positive
Mouse: IC6dn1 , Patch: 2757 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 354 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 361 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 366 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 368 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 368 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 368 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 383 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 383 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 447 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 447 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 447 , Met: 4 , Label: false positive
Mouse: IC6dn2 , Patch: 447 , Met: 5 , Label: true positive
Mouse: IC6dn2 , Patch: 454 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 454 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 531 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 531 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 538 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 542 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 544 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 544 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 615 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 615 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 621 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 705 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 705 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 862 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 862 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 862 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 862 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 939 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 947 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 952 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 952 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 959 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 959 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1023 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1024 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1024 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1029 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1029 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1029 , Met: 3 , Label: false positive
Mouse: IC6dn2 , Patch: 1030 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1031 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1053 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1058 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1101 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1102 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1106 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1106 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1106 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 1108 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1113 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1113 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1113 , Met: 3 , Label: false positive
Mouse: IC6dn2 , Patch: 1114 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1114 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1114 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1116 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1120 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1120 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1120 , Met: 3 , Label: true positive
Mouse: IC6dn2 , Patch: 1120 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1120 , Met: 6 , Label: true positive
Mouse: IC6dn2 , Patch: 1121 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1121 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1121 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 1122 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1127 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1129 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1136 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1142 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1143 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 3 , Label: false positive
Mouse: IC6dn2 , Patch: 1193 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1193 , Met: 5 , Label: true positive
Mouse: IC6dn2 , Patch: 1197 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1197 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1197 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1199 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1200 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1201 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1204 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1204 , Met: 1 , Label: false positive
Mouse: IC6dn2 , Patch: 1204 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1205 , Met: 2 , Label: false positive
Mouse: IC6dn2 , Patch: 1206 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1206 , Met: 2 , Label: true positive
Mouse: IC6dn2 , Patch: 1206 , Met: 4 , Label: true positive
Mouse: IC6dn2 , Patch: 1206 , Met: 5 , Label: true positive
Mouse: IC6dn2 , Patch: 1207 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1207 , Met: 1 , Label: true positive
Mouse: IC6dn2 , Patch: 1208 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1222 , Met: 0 , Label: false positive
Mouse: IC6dn2 , Patch: 1226 , Met: 0 , Label: true positive
Mouse: IC6dn2 , Patch: 1226 , Met: 1 , Label: false positive
